"","datetime","city","country","shape"
"80623",2020-08-09,"yakima","us","light"
"80309",2020-08-08,"yakima/ellensburg","","light"
"2771",2020-10-17,"yampa","us","light"
"9416",2020-01-11,"yandoit (near daylesford&#44 vic) (australia)","au","light"
"11011",2020-11-16,"yangon (rangoon) (myanmar)","","light"
"27321",2020-01-04,"yankee hill","us","light"
"85369",2020-09-22,"yankeetown","us","light"
"15403",2020-11-30,"yankton","us","light"
"58526",2020-06-29,"yankton","us","light"
"74234",2020-08-15,"yankton","us","light"
"15813",2020-11-03,"yardley","us","light"
"42496",2020-04-21,"yarmouth","us","light"
"47653",2020-05-17,"yarmouth","us","light"
"78406",2020-08-30,"yarmouth","us","light"
"85618",2020-09-23,"yarmouth","us","light"
"48198",2020-05-20,"yarmouth (canada)","ca","light"
"85486",2020-09-22,"yarmouth port","us","light"
"16246",2020-01-14,"yates center","us","light"
"82126",2020-09-12,"yazoo city","us","light"
"79389",2020-08-04,"yellowstone","","light"
"29806",2020-02-15,"yellowstone national park","","light"
"75113",2019-08-19,"yellville","us","light"
"4122",2020-10-02,"yelm","us","light"
"34472",2020-03-12,"yelm","us","light"
"81696",2020-09-01,"yelm (east of)","us","light"
"15303",2020-11-30,"yelm (mt.rainier)","us","light"
"52393",2019-06-01,"ymuiden (netherlands)","","light"
"34730",2020-03-13,"yokohama (japan)","","light"
"62916",2019-07-15,"yokota a.f.b.","","light"
"1640",2019-10-14,"yonkers","us","light"
"12749",2019-11-20,"yonkers","us","light"
"37963",2020-03-29,"yonkers","us","light"
"37964",2020-03-29,"yonkers","us","light"
"54098",2019-06-15,"yonkers","us","light"
"72814",2020-08-12,"yonkers","us","light"
"78520",2020-08-30,"yonkers","us","light"
"25564",2020-01-26,"yorba linda","us","light"
"56951",2020-06-22,"yorba linda","us","light"
"78504",2020-08-30,"yorba linda","us","light"
"84805",2020-09-21,"yorba linda","us","light"
"85321",2020-09-22,"yorba linda","us","light"
"14492",2020-11-26,"york","us","light"
"32218",2020-02-28,"york","us","light"
"41522",2020-04-16,"york","","light"
"41669",2020-04-17,"york","us","light"
"50010",2020-05-29,"york","us","light"
"72803",2020-08-12,"york","","light"
"87822",2020-09-04,"york","","light"
"8745",2019-11-11,"york (uk/england)","gb","light"
"67616",2020-07-29,"york (uk/england)","gb","light"
"78075",2020-08-28,"york (uk/england)","gb","light"
"66621",2020-07-25,"york beach","us","light"
"29715",2020-02-15,"york landing (canada)","","light"
"88938",2020-09-09,"yorkshire (uk/england)","gb","light"
"54230",2019-06-15,"yorktown heights","us","light"
"64885",2019-07-20,"yosemite","","light"
"63624",2020-07-15,"yosemite national park","","light"
"69825",2019-07-05,"yosemite national park","","light"
"84040",2020-09-19,"yosemite national park","","light"
"76192",2020-08-02,"yosemite valley","","light"
"29341",2019-02-14,"youngstown","us","light"
"85453",2020-09-22,"youngstown","us","light"
"32555",2020-02-04,"youngsville","us","light"
"49341",2020-05-25,"youngsville","us","light"
"80936",2020-09-10,"youngsville","us","light"
"11988",2019-01-01,"yoza dakke air station&#44 okinawa (japan)","","light"
"27081",2020-01-03,"ypsilanti","us","light"
"85848",2020-09-24,"yreka","us","light"
"12548",2020-01-01,"yuba city","us","light"
"29535",2020-02-14,"yuba city","us","light"
"51553",2020-05-09,"yuba city","us","light"
"4476",2020-10-23,"yucaipa","us","light"
"4477",2020-10-23,"yucaipa","us","light"
"11552",2020-11-18,"yucaipa","us","light"
"19078",2020-12-11,"yucaipa","us","light"
"40340",2019-04-12,"yucaipa","us","light"
"66069",2020-07-23,"yucaipa","us","light"
"52268",2019-06-01,"yucca valley","us","light"
"81444",2019-09-01,"yukon","us","light"
"76237",2020-08-02,"yulee","us","light"
"16725",2020-01-15,"yuma","us","light"
"17097",2020-01-16,"yuma","us","light"
"26506",2020-12-09,"yuma","us","light"
"30029",2020-02-16,"yuma","us","light"
"35038",2019-03-15,"yuma","us","light"
"35179",2020-03-15,"yuma","us","light"
"39425",2020-03-08,"yuma","us","light"
"47465",2020-05-15,"yuma","us","light"
"68037",2020-07-31,"yuma","us","light"
"74987",2020-08-18,"yuma","us","light"
"79767",2020-08-06,"yuma","us","light"
"80072",2020-08-07,"yuma","us","light"
"43360",2019-04-25,"yuma (approx. 100 miles e of)","us","light"
"59602",2020-06-04,"yuma (outside of)","us","light"
"42936",2020-04-22,"zagreb (croatia)","","light"
"49072",2020-05-24,"zagreb (croatia)","","light"
"58426",2020-06-29,"zakynthos (greece)","","light"
"40221",2020-04-01,"zanesville","us","light"
"81580",2020-09-01,"zante (greece)","","light"
"82491",2020-09-14,"zarzis ( turkey)","","light"
"19964",2020-12-13,"zaventem&#44 brussels (belgium)","","light"
"50596",2020-05-04,"zebulon","us","light"
"31816",2020-02-25,"zeeland","us","light"
"35531",2020-03-16,"zephyrhills","us","light"
"53212",2020-06-01,"zillah","us","light"
"29600",2019-02-15,"zimmerman","","light"
"50032",2020-05-29,"zion","us","light"
"70967",2020-07-08,"zion","us","light"
"51722",2019-06-10,"zion grove","us","light"
"5309",2020-10-26,"zion national park","","light"
"31997",2019-02-27,"zirndorf (west germany)","de","light"
"34582",2019-03-13,"zoetermeer (netherlands)","","light"
"1266",2020-10-12,"zortman","us","light"
"12137",2020-01-01,"zurich (switzerland)","","light"
"58085",2020-06-27,"zurich (switzerland)","","light"
"55290",2020-06-16,"zwolle (netherlands)","","light"
"30905",2020-02-21,"(city not specified)","","other"
"53863",2019-06-14,"22degrees01 north  55degrees40 north&#44 none","","other"
"76599",2020-08-23,"70 mile house (canada)","","other"
"37551",2020-03-27,"aachen (near cologne) (germany)","de","other"
"39919",2020-04-11,"aberdeen","us","other"
"14540",2020-11-26,"aberdeen (uk/scotland)","gb","other"
"32583",2020-02-04,"aberdeen (uk/scotland)","gb","other"
"29790",2020-02-15,"abilene","us","other"
"22245",2020-12-23,"abingdon","us","other"
"9851",2020-11-13,"academy","us","other"
"8545",2020-11-10,"accra (ghana)","","other"
"19411",2020-01-21,"accrington (uk/england)","gb","other"
"54960",2020-06-15,"acme","us","other"
"31301",2020-02-22,"ada","us","other"
"82572",2020-09-14,"adairsville","us","other"
"49985",2020-05-29,"addis ababa (ethiopia)","","other"
"49986",2020-05-29,"addis ababa (ethiopia)","","other"
"64116",2020-07-17,"addison","us","other"
"29730",2020-02-15,"adelaide  (south australia)","au","other"
"60323",2020-06-07,"adelaide (south australia)","au","other"
"17734",2020-11-08,"adelanto","us","other"
"18633",2020-01-20,"adjuntas&#44 (puerto rico)","","other"
"26774",2020-01-30,"advance","us","other"
"5153",2020-10-26,"agency","us","other"
"64032",2020-07-16,"aguanga","us","other"
"74907",2020-08-18,"airdrie (canada)","ca","other"
"40375",2020-04-12,"ajax (canada)","ca","other"
"62704",2020-07-14,"ajax (canada)","ca","other"
"58028",2020-06-27,"akron","us","other"
"59938",2019-06-06,"akron","us","other"
"70250",2020-07-06,"alabama (above; in flight)","","other"
"34817",2020-03-14,"alacanti (spain)","","other"
"49587",2020-05-27,"alba iulia (romania)","","other"
"3795",2020-10-21,"albany","us","other"
"13653",2020-11-22,"albany","us","other"
"32260",2020-02-28,"albany","us","other"
"40093",2019-04-01,"albany","us","other"
"59994",2019-06-06,"albany","us","other"
"65095",2020-07-20,"albany","us","other"
"13989",2020-11-23,"albany (3 hrs w of: on interstate-90 near exit 44)","us","other"
"53054",2019-06-01,"albany (area)","us","other"
"22829",2020-12-25,"albany/peacan city","","other"
"77882",2019-08-28,"alberta (canada)","","other"
"56152",2020-06-20,"albia","us","other"
"23501",2020-12-29,"albrightsville","us","other"
"3062",2020-10-18,"albuquerque","us","other"
"3286",2020-10-19,"albuquerque","us","other"
"11597",2020-11-18,"albuquerque","us","other"
"13115",2020-11-21,"albuquerque","us","other"
"13609",2019-11-22,"albuquerque","us","other"
"17098",2020-01-16,"albuquerque","us","other"
"21791",2020-01-22,"albuquerque","us","other"
"24996",2019-12-05,"albuquerque","us","other"
"31985",2020-02-26,"albuquerque","us","other"
"38837",2020-03-05,"albuquerque","us","other"
"50321",2020-05-31,"albuquerque","us","other"
"50643",2020-05-04,"albuquerque","us","other"
"58113",2020-06-27,"albuquerque","us","other"
"60537",2020-06-08,"albuquerque","us","other"
"72961",2020-08-13,"albuquerque","us","other"
"79289",2020-08-04,"albuquerque","us","other"
"87883",2020-09-04,"albuquerque","us","other"
"36857",2019-03-23,"albuquerque (over&#44 from tent rocks)","us","other"
"27955",2020-01-07,"alejuela (costa rica)","","other"
"7258",2020-10-05,"alexandria","us","other"
"26258",2020-01-28,"alexandria","us","other"
"60727",2020-06-09,"alexandria","us","other"
"20337",2020-12-15,"alger","us","other"
"82097",2020-09-12,"algiers","us","other"
"11256",2020-11-17,"alhambra","us","other"
"46725",2020-05-13,"alhambra","us","other"
"26617",2020-12-09,"alice","us","other"
"28381",2019-02-10,"alice springs  (nt&#44 australia)","au","other"
"14773",2020-11-27,"alice springs (australia)","au","other"
"27290",2020-01-04,"aliso viejo","us","other"
"68584",2019-07-04,"alkmaar (netherlands)","","other"
"53838",2019-06-14,"allegan","us","other"
"65020",2020-07-20,"allegheny state park","","other"
"4515",2020-10-23,"allen","us","other"
"57631",2020-06-25,"allen park","us","other"
"80977",2020-09-10,"allendale","us","other"
"27897",2020-01-07,"allentown","us","other"
"52817",2019-06-01,"allentown","us","other"
"25051",2019-12-05,"alliance","us","other"
"59233",2020-06-30,"alligator point","","other"
"66437",2020-07-25,"allora (australia)","au","other"
"65800",2020-07-22,"alloway","us","other"
"13442",2020-01-12,"alma","us","other"
"17853",2020-01-18,"almere (netherlands)","","other"
"15528",2020-11-03,"aloha","us","other"
"22462",2020-12-24,"alpharetta","us","other"
"17306",2020-11-07,"alpine","us","other"
"58146",2020-06-27,"alpine","us","other"
"73415",2020-08-14,"alpine","us","other"
"24661",2019-01-24,"alta","us","other"
"53554",2020-06-12,"alto","us","other"
"35755",2019-03-18,"alton","us","other"
"34656",2020-03-13,"alton (near) (uk/england)","gb","other"
"54218",2019-06-15,"altoona","us","other"
"11320",2020-11-17,"alvin","us","other"
"39639",2019-04-10,"alvin","us","other"
"70667",2020-07-07,"alvin","us","other"
"57435",2020-06-24,"amargosa valley","us","other"
"12903",2020-11-20,"amarillo","us","other"
"56159",2020-06-20,"amarillo","us","other"
"63318",2019-07-15,"amarillo","us","other"
"86782",2020-09-28,"amarillo","us","other"
"66823",2020-07-26,"amboy","us","other"
"46861",2019-05-14,"america west flt 2620 (phoenix-oakland&#44 nv-ca)","","other"
"35281",2020-03-15,"ames","us","other"
"87414",2020-09-30,"amesbury","us","other"
"20539",2020-12-16,"amherst","us","other"
"74145",2020-08-15,"amherst","us","other"
"73624",2019-08-15,"amherst (canada)","ca","other"
"38675",2019-03-05,"anaheim","us","other"
"51382",2020-05-08,"anaheim","us","other"
"3054",2020-10-18,"anchorage","us","other"
"4210",2020-10-22,"anchorage","us","other"
"66602",2020-07-25,"anchorage","us","other"
"71426",2020-08-10,"anchorage","us","other"
"42846",2020-04-22,"anderson","us","other"
"54565",2019-06-15,"anderson","us","other"
"57239",2020-06-23,"anderson","us","other"
"65932",2020-07-23,"andover","us","other"
"7675",2020-10-07,"angel fire","us","other"
"54311",2019-06-15,"angeles crest","","other"
"85696",2020-09-23,"ann arbor/saline","","other"
"79929",2019-08-07,"ann arbor/ypsilanti","","other"
"79930",2019-08-07,"ann arbor/ypsilanti","","other"
"11308",2020-11-17,"annandale","us","other"
"37609",2020-03-27,"annapolis","us","other"
"42608",2020-04-02,"annapolis","us","other"
"50195",2020-05-30,"annville","us","other"
"24330",2020-01-23,"ansbach (germany)","de","other"
"7698",2020-10-07,"antelope","us","other"
"36844",2020-03-22,"antelope","us","other"
"88947",2020-09-09,"antelope","us","other"
"66997",2020-07-27,"antelope acres","us","other"
"12411",2020-01-01,"antioch","us","other"
"34348",2020-03-12,"antioch","us","other"
"44646",2020-04-04,"antioch","us","other"
"75774",2020-08-20,"antioch","us","other"
"81859",2020-09-01,"antioch","us","other"
"45955",2020-05-11,"antwerp (belgium)","","other"
"80221",2019-08-08,"aokville (canada)","","other"
"156",2020-10-10,"apache junction","us","other"
"86471",2020-09-27,"apache junction","us","other"
"3206",2019-10-19,"apache junction (east of)","us","other"
"32395",2019-02-03,"apache junction (southeast of)","us","other"
"23769",2020-12-30,"apex","us","other"
"84508",2020-09-20,"apex","us","other"
"39729",2020-04-10,"apollo","us","other"
"59829",2020-06-05,"apollo","us","other"
"32524",2020-02-03,"apple valley","us","other"
"50575",2020-05-04,"apple valley","us","other"
"57774",2019-06-26,"apple valley","us","other"
"78481",2020-08-30,"appleton","us","other"
"78687",2020-08-31,"aquebogue","us","other"
"27374",2020-01-04,"arcadia","us","other"
"54937",2020-06-15,"arcata","us","other"
"78862",2020-08-31,"arden","","other"
"42506",2020-04-21,"ardenvoir","us","other"
"78043",2020-08-28,"ardsley","us","other"
"40062",2019-04-01,"arenzville","us","other"
"60494",2020-06-08,"argos","us","other"
"42977",2020-04-23,"arivaca","us","other"
"74321",2019-08-16,"arizona (northern)","","other"
"31460",2020-02-23,"arizona city","us","other"
"9639",2020-11-12,"arkansas (ne part&#44 us rt 67)","","other"
"18155",2019-11-09,"arlington","us","other"
"31745",2020-02-25,"arlington","us","other"
"45078",2020-04-06,"arlington","us","other"
"71818",2020-08-11,"arlington","us","other"
"79968",2020-08-07,"arlington","us","other"
"80790",2019-09-10,"arlington","us","other"
"85265",2020-09-22,"arlington","us","other"
"31230",2020-02-22,"arlington heights","us","other"
"42663",2020-04-02,"arlington heights","us","other"
"74932",2020-08-18,"armadale (australia)","au","other"
"27360",2020-01-04,"arnold","us","other"
"55380",2020-06-17,"arnold","us","other"
"10969",2020-11-16,"arroyo grande","us","other"
"73493",2019-08-15,"artesia","us","other"
"24894",2020-01-24,"arvada","us","other"
"57387",2020-06-24,"arvada","us","other"
"72236",2020-08-01,"ashburn","us","other"
"82971",2020-09-15,"ashburton (uk/england)","gb","other"
"15540",2020-11-03,"ashdown","us","other"
"10096",2019-11-14,"asheville","us","other"
"24037",2020-12-31,"asheville","us","other"
"47180",2019-05-15,"asheville","us","other"
"56561",2019-06-02,"asheville","us","other"
"87867",2020-09-04,"ashford hollow","us","other"
"36333",2019-03-21,"ashgabat (turkmenistan)","","other"
"20716",2019-12-17,"ashgrove","","other"
"6293",2019-10-31,"ashland","us","other"
"81093",2020-09-11,"ashland","us","other"
"19360",2020-01-21,"ashtabula","us","other"
"71791",2020-08-11,"ashtabula","us","other"
"48313",2020-05-20,"ashton","us","other"
"83988",2019-09-19,"ashville (2 miles south of)","us","other"
"16779",2020-01-15,"astoria","us","other"
"72294",2020-08-01,"astoria","us","other"
"40552",2020-04-13,"atenas (costa rica)","","other"
"26929",2020-01-31,"athens","us","other"
"45091",2020-04-06,"athens-east limestone","","other"
"1455",2020-10-13,"atlanta","us","other"
"16531",2020-01-15,"atlanta","us","other"
"24328",2020-01-23,"atlanta","us","other"
"29978",2020-02-16,"atlanta","us","other"
"32697",2020-02-04,"atlanta","us","other"
"36563",2020-03-02,"atlanta","us","other"
"52914",2019-06-01,"atlanta","us","other"
"85719",2020-09-23,"atlanta","us","other"
"51696",2019-06-10,"atlanta (north of&#44 highway 85)","us","other"
"2987",2019-10-18,"atlanta (south side of&#44 forest park)","us","other"
"77216",2020-08-25,"atlantic city","us","other"
"1540",2020-10-13,"atlantic coast (at sea on cruise ship) (canada)","","other"
"35112",2019-03-15,"atlantic ocean (around bermuda/cariibbean)","","other"
"20965",2020-12-18,"atlantic ocean (on cruise ship)","","other"
"60516",2020-06-08,"atmore","us","other"
"15175",2020-11-29,"attleboro","us","other"
"7754",2019-10-08,"atwater","us","other"
"18261",2020-11-09,"atwater","us","other"
"30209",2020-02-17,"atwater","us","other"
"41544",2019-04-17,"atwater","us","other"
"78708",2020-08-31,"au sable forks","us","other"
"13757",2020-11-22,"auburn","us","other"
"18265",2020-11-09,"auburn","us","other"
"24826",2020-01-24,"auburn","us","other"
"39301",2020-03-08,"auburn","us","other"
"41635",2020-04-17,"auburn","us","other"
"56681",2020-06-02,"auburn","us","other"
"58671",2019-06-30,"auburn","us","other"
"58692",2019-06-30,"auburn","us","other"
"66855",2020-07-26,"auburn","us","other"
"87970",2020-09-05,"auburn","us","other"
"23409",2020-12-28,"auburn and westboro","","other"
"45586",2020-04-09,"auburn hills","us","other"
"54598",2019-06-15,"auburn lake park","","other"
"38400",2020-03-03,"auburndale","us","other"
"16558",2020-01-15,"auckland (new zealand)","","other"
"64948",2020-07-20,"auckland (new zealand)","","other"
"75691",2020-08-20,"augusta","us","other"
"7697",2020-10-07,"aurora","us","other"
"25155",2020-01-25,"aurora","us","other"
"35635",2020-03-17,"aurora","us","other"
"38559",2020-03-04,"aurora","us","other"
"62763",2020-07-14,"aurora","us","other"
"76",2019-10-10,"austin","us","other"
"2066",2019-10-15,"austin","us","other"
"2340",2020-10-15,"austin","us","other"
"2426",2020-10-15,"austin","us","other"
"2565",2020-10-16,"austin","us","other"
"3024",2020-10-18,"austin","us","other"
"7579",2019-10-07,"austin","us","other"
"8873",2020-11-11,"austin","us","other"
"9180",2020-11-01,"austin","us","other"
"11074",2020-11-16,"austin","us","other"
"18300",2020-11-09,"austin","us","other"
"25605",2020-01-26,"austin","us","other"
"28625",2020-02-11,"austin","us","other"
"29222",2020-02-13,"austin","us","other"
"35942",2020-03-19,"austin","us","other"
"38966",2020-03-06,"austin","us","other"
"41014",2019-04-15,"austin","us","other"
"50703",2020-05-04,"austin","us","other"
"53675",2020-06-13,"austin","us","other"
"54280",2019-06-15,"austin","us","other"
"81212",2020-09-11,"austin","us","other"
"87336",2020-09-30,"austin","us","other"
"57276",2019-06-24,"austin (area)","us","other"
"68346",2020-07-03,"austintown","us","other"
"69514",2020-07-04,"austintown","us","other"
"69776",2020-07-04,"austintown","us","other"
"25473",2020-12-06,"australia","","other"
"26563",2020-01-29,"australia","","other"
"32528",2020-02-03,"australia","","other"
"1149",2020-10-12,"australia (rural)","","other"
"79959",2020-08-07,"aveiro (portugal)","","other"
"50385",2020-05-03,"avon lake","us","other"
"56435",2020-06-21,"avondale","us","other"
"61270",2020-07-11,"ayr (uk/scotland)","gb","other"
"5661",2020-10-28,"azle","us","other"
"66020",2020-07-23,"aztec","us","other"
"28775",2020-02-01,"babbitt","us","other"
"42373",2019-04-21,"bad pyrmont (germany)","de","other"
"30970",2020-02-02,"bagdad","us","other"
"55157",2020-06-16,"bainbridge","us","other"
"16538",2020-01-15,"baker city","us","other"
"19479",2020-12-01,"bakersfield","us","other"
"37464",2020-03-26,"bakersfield","us","other"
"45555",2020-04-09,"bakersfield","us","other"
"46747",2020-05-13,"bakersfield","us","other"
"59650",2020-06-04,"bakersfield","us","other"
"88153",2019-09-06,"bakersfield","us","other"
"56231",2020-06-20,"bakersfield (near i-5)","us","other"
"62127",2020-07-12,"baku (azerbaijan)","","other"
"56020",2019-06-20,"balderton newark on trent&#44 nottinghamshire (uk/england)","","other"
"64683",2020-07-19,"baldwin","us","other"
"79426",2019-08-05,"ballina (australia)","au","other"
"21271",2020-01-02,"ballinger","us","other"
"2394",2020-10-15,"ballston lake","us","other"
"60584",2020-06-08,"ballwin","us","other"
"77364",2020-08-25,"balsam lake (canada)","","other"
"19775",2020-12-12,"baltimore","us","other"
"28448",2020-02-10,"baltimore","us","other"
"54111",2019-06-15,"baltimore","us","other"
"60845",2019-07-10,"baltimore","us","other"
"42725",2020-04-02,"baltimore city","","other"
"12059",2019-01-01,"bandar seri begawan (brunei)","","other"
"18661",2020-01-20,"bandon","us","other"
"16503",2020-11-05,"bangalore (india)","","other"
"46715",2020-05-13,"bangalore (india)","","other"
"13681",2020-11-22,"bangor","us","other"
"71241",2020-07-09,"bangor","us","other"
"84017",2020-09-19,"banks","us","other"
"79411",2019-08-05,"banks lake","","other"
"39780",2020-04-10,"bantam","us","other"
"4120",2020-10-02,"barahona (dominican republic)","","other"
"29203",2020-02-13,"barcelona (spain)","","other"
"13656",2020-11-22,"bardstown","us","other"
"72644",2020-08-12,"barnegat light","us","other"
"54417",2019-06-15,"barnsdall","us","other"
"83173",2020-09-15,"barnwell","us","other"
"64647",2020-07-19,"barra da tijuca (rio de janeiro) (brazil)","","other"
"62296",2019-07-13,"barranquitas (puerto rico)","us","other"
"82698",2019-09-15,"barrhead (canada)","ca","other"
"17346",2020-11-07,"barrie (canada)","ca","other"
"45300",2020-04-07,"barrie (canada)","ca","other"
"76561",2020-08-22,"barrie (canada)","ca","other"
"62474",2020-07-13,"barrington hills","us","other"
"41331",2019-04-16,"barrow-in-furness&#44 cumbria (uk/england)","","other"
"1754",2020-10-14,"barstow","us","other"
"30064",2019-02-17,"barstow (aprox 35 mi west of&#44 mojave desert)","us","other"
"2339",2020-10-15,"bartlesville","us","other"
"2739",2019-10-17,"bartlesville","us","other"
"20254",2019-12-15,"bartlett","us","other"
"71513",2020-08-10,"basrah (iraq)","","other"
"61991",2020-07-01,"bath (canada)","ca","other"
"22514",2020-12-24,"bath (uk/england)","gb","other"
"18856",2020-12-10,"baton","us","other"
"22033",2019-12-22,"baton rouge","us","other"
"28893",2020-02-01,"bay point park (radio marti)","","other"
"65688",2019-07-22,"bay point/ pittsburg","","other"
"3113",2020-10-18,"baylis","us","other"
"13768",2020-11-22,"bayonne","us","other"
"68765",2020-07-04,"bayonne","us","other"
"6352",2020-10-31,"baytown","us","other"
"17000",2020-01-16,"baytown","us","other"
"25079",2020-12-05,"baytown","us","other"
"79368",2020-08-04,"baytown","us","other"
"9417",2020-11-01,"bayville","us","other"
"77012",2020-08-24,"beachwood","us","other"
"53783",2020-06-13,"beacon falls","us","other"
"77600",2020-08-26,"bear","us","other"
"61425",2019-07-01,"beatrice (14 mi sw of)","us","other"
"31291",2020-02-22,"beaumont/cherry valley","","other"
"78688",2020-08-31,"beaver","us","other"
"72350",2020-08-01,"beaver creek/alaska highway (canada)","","other"
"6718",2020-10-03,"beaver crossing (approx. 15 miles from i-80 loop; near )","us","other"
"63211",2019-07-15,"beaver dam","us","other"
"54712",2019-06-15,"beavercreek","us","other"
"46430",2020-05-01,"beaverdam","us","other"
"55874",2020-06-19,"beaverton","us","other"
"74960",2020-08-18,"beaverton","us","other"
"77480",2020-08-26,"beaverton","us","other"
"88926",2020-09-09,"beaverton","us","other"
"73809",2019-08-15,"beckley","us","other"
"87443",2019-09-03,"beckley","us","other"
"61489",2019-07-01,"bedford park","us","other"
"46602",2020-05-12,"bedlington (uk/england)","gb","other"
"50759",2019-05-05,"bee caves","","other"
"81723",2020-09-01,"beech (at king&#39s hill) (uk/england)","","other"
"79435",2020-08-05,"beirut (lebanon)","","other"
"9270",2020-01-11,"bel air","us","other"
"80534",2019-08-09,"bel air","us","other"
"77554",2020-08-26,"belbeis (egypt)","","other"
"9421",2020-11-01,"belchertown","us","other"
"55704",2020-06-18,"belcourt","us","other"
"52455",2019-06-01,"bell","us","other"
"52878",2019-06-01,"bella vista","us","other"
"63189",2019-07-15,"belle chasse","us","other"
"47628",2019-05-17,"belle vernon","us","other"
"78703",2020-08-31,"bellefonte","us","other"
"31896",2020-02-26,"bellerose","us","other"
"13328",2020-01-12,"belleville","us","other"
"25113",2020-12-05,"belleville","us","other"
"38548",2020-03-04,"belleville","us","other"
"38887",2020-03-06,"belleville","us","other"
"39469",2020-03-09,"belleville","us","other"
"5907",2020-10-29,"bellevue","us","other"
"6698",2020-10-03,"bellevue","us","other"
"14716",2020-11-27,"bellevue","us","other"
"15715",2020-11-03,"bellevue","us","other"
"17697",2020-11-08,"bellevue","us","other"
"17995",2020-11-08,"bellevue","us","other"
"24808",2020-01-24,"bellevue","us","other"
"35301",2020-03-15,"bellevue","us","other"
"75005",2020-08-18,"bellevue","us","other"
"14842",2020-11-28,"bellflower","us","other"
"28447",2020-02-10,"bellignham","","other"
"26106",2020-12-08,"bellingham","us","other"
"26107",2020-12-08,"bellingham","us","other"
"54282",2019-06-15,"bellingham","us","other"
"70007",2020-07-05,"bellingham","us","other"
"72313",2020-08-01,"bellingham","us","other"
"36544",2020-03-02,"belmar","us","other"
"35556",2020-03-16,"belmont","us","other"
"49619",2020-05-27,"belmont","us","other"
"70252",2020-07-06,"belmont","us","other"
"61894",2020-07-01,"belmopan (belize)","","other"
"25837",2020-01-27,"beloit","us","other"
"60441",2019-06-08,"beloit","us","other"
"62338",2020-07-13,"beloit","us","other"
"19475",2020-12-01,"belton","us","other"
"26571",2020-12-09,"belton","us","other"
"52148",2019-06-01,"belton","us","other"
"15966",2020-11-04,"belvidere","us","other"
"41256",2020-04-15,"bemidji","us","other"
"50138",2020-05-30,"bemidji","us","other"
"63010",2019-07-15,"bemus point","us","other"
"49306",2020-05-25,"benbrook","us","other"
"64988",2020-07-20,"bend","us","other"
"11746",2020-11-19,"benicia","us","other"
"72377",2020-08-01,"bennett","us","other"
"59023",2020-06-30,"bennington","us","other"
"78984",2020-08-03,"bennington","us","other"
"4073",2020-10-02,"benson","us","other"
"82537",2020-09-14,"benson","us","other"
"557",2019-10-01,"bentonville","us","other"
"52366",2019-06-01,"bentonville","us","other"
"8287",2020-01-10,"bergenfield","us","other"
"13659",2020-11-22,"bergenfield","us","other"
"23331",2020-12-28,"bergenfield","us","other"
"49256",2020-05-25,"bergenfield","us","other"
"63468",2020-07-15,"bergenfield","us","other"
"44257",2019-04-30,"bering sea","","other"
"9190",2020-11-01,"berkeley","us","other"
"14377",2020-11-25,"berkeley","us","other"
"19381",2020-01-21,"berkley","us","other"
"70937",2020-07-08,"berlin","us","other"
"63961",2020-07-16,"bermuda","","other"
"38308",2020-03-31,"bernardston","us","other"
"57160",2020-06-23,"berwyn","us","other"
"12377",2020-01-01,"bethel","us","other"
"52602",2019-06-01,"bethel","us","other"
"59765",2020-06-05,"bethel","us","other"
"49809",2020-05-28,"bethel park","us","other"
"69237",2020-07-04,"bethesda","us","other"
"4712",2020-10-24,"bethlehem","us","other"
"86930",2020-09-29,"bethlehem","us","other"
"1613",2019-10-14,"bettendorf","","other"
"41326",2019-04-16,"bettendorf/davenport","","other"
"52238",2019-06-01,"betteravia","us","other"
"43284",2020-04-24,"beverly hills","us","other"
"14428",2020-11-25,"bhubaneswar (india)","","other"
"51594",2020-05-09,"bideford (uk/england)","gb","other"
"72825",2020-08-12,"big bear","","other"
"21174",2020-01-02,"big bear lake","us","other"
"60937",2020-07-10,"big pine","us","other"
"76278",2020-08-02,"big pine key","us","other"
"18371",2020-11-09,"big sky","us","other"
"2049",2019-10-15,"big spring","us","other"
"19274",2020-12-01,"big spring","us","other"
"77443",2020-08-26,"billerica","us","other"
"30579",2019-02-20,"billings","us","other"
"37451",2020-03-26,"billings","us","other"
"538",2019-10-01,"biloxi","us","other"
"20561",2020-12-16,"binghamton","us","other"
"40531",2019-04-13,"binghamton","us","other"
"60577",2020-06-08,"binghamton","us","other"
"79765",2020-08-06,"binghamton","us","other"
"10053",2019-11-14,"birch bay","us","other"
"25398",2019-12-06,"birkenhead (uk/england)","gb","other"
"46348",2020-05-01,"birmingham","us","other"
"88968",2020-09-09,"birmingham","us","other"
"18951",2019-12-11,"birmingham (uk/england)","gb","other"
"34021",2019-03-01,"birmingham (uk/england)","gb","other"
"38732",2020-03-05,"birmingham (uk/england)","gb","other"
"43087",2020-04-23,"birmingham (uk/england)","gb","other"
"84538",2020-09-20,"birmingham (uk/england)","gb","other"
"34010",2019-03-01,"bisbee","us","other"
"16604",2020-11-05,"bishop","us","other"
"19497",2020-12-01,"bishop","us","other"
"59086",2020-06-30,"bishopville","us","other"
"14883",2020-11-28,"bismarck","us","other"
"42461",2020-04-21,"black canyon city","us","other"
"72090",2019-08-01,"black diamond","us","other"
"10204",2020-11-14,"blacksburg","us","other"
"73413",2020-08-14,"blacksburg","us","other"
