"","datetime","city","country","shape"
"7271",2020-10-05,"blackstone","us","other"
"88519",2020-09-07,"blain lake (canada)","","other"
"19491",2020-12-01,"blaine","us","other"
"82190",2019-09-13,"blanchardville","us","other"
"1875",2019-10-15,"blanco","us","other"
"46758",2020-05-13,"blasdell","us","other"
"86624",2020-09-27,"blibli (australia)","","other"
"27018",2019-01-03,"blithe (around; about 15 mins after&#44 heading to la)","","other"
"55526",2019-06-18,"block island","","other"
"83483",2019-09-17,"bloemfontein(ofs) (south africa)","","other"
"19488",2020-01-21,"bloomfield","us","other"
"79207",2020-08-04,"bloomfield","us","other"
"10662",2020-11-15,"bloomington","us","other"
"19644",2020-12-12,"bloomington","us","other"
"30163",2020-02-17,"bloomington","us","other"
"57066",2020-06-23,"bloomsburg","us","other"
"55588",2020-06-18,"blountville","us","other"
"55591",2020-06-18,"blountville","us","other"
"87554",2020-09-03,"blountville","us","other"
"87555",2020-09-03,"blountville","us","other"
"19408",2020-12-01,"blue springs","us","other"
"85966",2019-09-25,"blue springs","us","other"
"74273",2020-08-15,"blue springs (east of)","us","other"
"34862",2020-03-14,"bluefield","us","other"
"31132",2020-02-02,"bluefield/bland virginia","","other"
"62643",2019-07-14,"blyville","","other"
"46441",2020-05-01,"boaz","us","other"
"25810",2020-12-07,"boca raton","us","other"
"70284",2020-07-06,"boca raton","us","other"
"19208",2020-12-01,"bogota (colombia)","","other"
"55039",2020-06-15,"bohemia","us","other"
"16801",2020-11-05,"boise","us","other"
"36002",2020-03-19,"boise","us","other"
"46431",2020-05-01,"boise","us","other"
"56087",2019-06-20,"boise","us","other"
"61351",2020-07-11,"boise","us","other"
"69563",2020-07-04,"boise","us","other"
"79283",2020-08-04,"boise","us","other"
"81948",2020-09-12,"boise","us","other"
"86847",2020-09-28,"boise","us","other"
"78632",2020-08-31,"bolton (canada)","ca","other"
"33152",2020-02-07,"bolton (uk/england)","gb","other"
"38245",2020-03-31,"bolton&#44 manchester (uk/england)","","other"
"49015",2020-05-23,"bomoseen","us","other"
"39065",2019-03-07,"bonita springs (in the east as seen from)","us","other"
"77299",2020-08-25,"bonneville salt flats","","other"
"3140",2020-10-18,"bonneville salt flats (unincorp.)","","other"
"7521",2020-10-06,"bonney lake","us","other"
"54321",2019-06-15,"bonney lake/sumner","","other"
"80850",2020-09-10,"bonnybridge (uk/scotland)","gb","other"
"3898",2020-10-21,"boone","us","other"
"78689",2020-08-31,"boonsboro","us","other"
"84726",2020-09-21,"boonton","us","other"
"76843",2019-08-24,"boonville","us","other"
"6810",2020-10-03,"borden","us","other"
"22219",2020-12-23,"borger","us","other"
"54454",2019-06-15,"borger","us","other"
"33061",2020-02-06,"borrego springs","us","other"
"29411",2020-02-14,"boston","us","other"
"29588",2019-02-15,"boston","us","other"
"40475",2020-04-12,"boston","us","other"
"69638",2020-07-04,"boston","us","other"
"86532",2020-09-27,"boston","us","other"
"10190",2020-11-14,"boston&#44 lincolnshire (uk/england)","","other"
"71732",2020-08-11,"bothell","us","other"
"77147",2020-08-25,"bothell","us","other"
"79436",2020-08-05,"bothell","us","other"
"88848",2019-09-09,"bothell","us","other"
"65251",2020-07-21,"boucherville (montreal) (canada)","ca","other"
"24440",2020-12-03,"boulder","us","other"
"28656",2020-02-11,"boulder","us","other"
"33975",2020-03-11,"boulder","us","other"
"52299",2019-06-01,"boulder","us","other"
"73864",2019-08-15,"boulder","us","other"
"82186",2019-09-13,"boulder","us","other"
"52403",2019-06-01,"boulder  creek","us","other"
"18442",2020-01-19,"boulder (near)","us","other"
"27664",2020-01-06,"boulder creek","us","other"
"18513",2019-01-20,"bourbonnais","us","other"
"63849",2019-07-16,"bouse","us","other"
"83429",2020-09-16,"bouse","us","other"
"63564",2020-07-15,"bow","","other"
"13364",2020-01-12,"bow (near crediton)","","other"
"78931",2020-08-03,"bowleys quarters","us","other"
"65865",2019-07-23,"bowling green","us","other"
"70471",2019-07-07,"bowling green","us","other"
"75573",2020-08-20,"bowling green","us","other"
"18571",2020-01-20,"boyce-sharp","","other"
"104",2020-10-10,"boynton beach","us","other"
"2989",2020-10-18,"boynton beach","us","other"
"6060",2020-10-30,"boynton beach","us","other"
"7761",2019-10-08,"boynton beach","us","other"
"24206",2020-12-31,"bozeman","us","other"
"69564",2020-07-04,"bozeman","us","other"
"78180",2020-08-29,"bozeman","us","other"
"80855",2020-09-10,"bozeman","us","other"
"82200",2020-09-13,"bozeman","us","other"
"10515",2020-11-15,"bradenton","us","other"
"11775",2020-11-19,"bradenton","us","other"
"19735",2020-12-12,"bradenton","us","other"
"37395",2020-03-26,"bradenton","us","other"
"69961",2020-07-05,"bradenton","us","other"
"82187",2019-09-13,"bradenton","us","other"
"85378",2020-09-22,"bradenton","us","other"
"68427",2020-07-03,"bradenton beach","us","other"
"11744",2020-11-19,"bradford","us","other"
"43782",2020-04-27,"bradford","us","other"
"73137",2020-08-13,"bradford (canada)","ca","other"
"78368",2020-08-30,"bradley","us","other"
"76230",2020-08-02,"brady","us","other"
"56806",2020-06-22,"brady (southwest)","us","other"
"62814",2020-07-14,"braintree","us","other"
"62761",2020-07-14,"brampton (canada)","ca","other"
"64979",2020-07-20,"brampton (canada)","ca","other"
"4130",2020-10-02,"brandon","us","other"
"11651",2020-11-18,"brandon","us","other"
"80027",2020-08-07,"brandt","us","other"
"77818",2020-08-27,"branson","us","other"
"47846",2020-05-18,"brantford (canada)","ca","other"
"12263",2020-01-01,"brattleboro","us","other"
"174",2020-10-10,"bray","us","other"
"19100",2020-12-11,"brea","us","other"
"63025",2019-07-15,"brea (so.57 freeway)","us","other"
"1122",2020-10-12,"breckenridge","us","other"
"2178",2019-10-15,"breckenridge","us","other"
"2521",2019-10-16,"breckenridge","us","other"
"4959",2020-10-25,"brecksville","us","other"
"12812",2020-11-20,"breinigsville","us","other"
"27940",2020-01-07,"bremen","us","other"
"7553",2020-10-06,"bremerton","us","other"
"23304",2020-12-28,"bremerton","us","other"
"31856",2019-02-26,"bremerton","us","other"
"43023",2020-04-23,"bremerton","us","other"
"51221",2020-05-07,"bremerton","us","other"
"9275",2020-11-01,"brentwood","us","other"
"66610",2020-07-25,"brentwood","us","other"
"87022",2020-09-29,"brentwood","us","other"
"45258",2020-04-07,"brentwood (contra costa)","us","other"
"30573",2019-02-20,"brewers bay&#44 tortola (british virgin islands)","","other"
"26299",2020-01-28,"brewster","us","other"
"27108",2020-01-03,"brewster","us","other"
"31673",2020-02-24,"briceville","us","other"
"28303",2020-01-09,"brick","","other"
"84497",2020-09-20,"bridgeport","us","other"
"2757",2019-10-17,"bridgewater","us","other"
"13997",2020-11-23,"bridgewater","","other"
"76781",2020-08-23,"bridgewater","","other"
"85797",2020-09-24,"bridgewater","","other"
"75169",2020-08-19,"bridgewater&#44 somerset (brent knowle) (uk/england)","","other"
"43301",2020-04-24,"briggsville","us","other"
"23814",2020-12-30,"brigham city","us","other"
"2119",2019-10-15,"brigham city (west of)","us","other"
"7431",2020-10-06,"brighton","us","other"
"13903",2020-11-23,"brighton","us","other"
"37113",2020-03-24,"brighton","us","other"
"63185",2019-07-15,"brighton","us","other"
"53200",2020-06-01,"brighton township","","other"
"20184",2020-12-14,"brisbane (australia)","au","other"
"45873",2020-05-10,"brisbane (australia)","au","other"
"21049",2020-12-19,"brisbane (qld&#44 australia)","au","other"
"50387",2020-05-03,"brisbane (qld&#44 australia)","au","other"
"23829",2019-12-31,"bristol","us","other"
"55174",2020-06-16,"bristol","us","other"
"60950",2020-07-10,"bristol","us","other"
"73263",2020-08-14,"bristol","us","other"
"78670",2020-08-31,"bristol","us","other"
"78675",2020-08-31,"bristol","us","other"
"87748",2020-09-04,"bristol","us","other"
"5184",2020-10-26,"bristol (uk/england)","gb","other"
"85036",2020-09-02,"bristol (uk/england)","gb","other"
"43948",2020-04-28,"bristol/canandaigua","","other"
"29589",2019-02-15,"brockton","us","other"
"56595",2020-06-02,"brockton","us","other"
"6303",2020-10-31,"brookfield","us","other"
"66205",2020-07-24,"brookfield","us","other"
"86142",2020-09-25,"brookfield","us","other"
"23804",2020-12-30,"brookings","us","other"
"29447",2020-02-14,"brookings","us","other"
"51424",2020-05-08,"brookings","us","other"
"17758",2020-11-08,"brookline","us","other"
"59979",2019-06-06,"brooksville","us","other"
"17646",2020-01-17,"broomfield","us","other"
"25294",2020-12-05,"broomfield","us","other"
"86583",2020-09-27,"broomfield","us","other"
"26118",2020-01-28,"broummana (lebanon)","","other"
"30646",2020-02-20,"brownstown","","other"
"73793",2019-08-15,"brunswick","us","other"
"16141",2020-11-04,"bryan","us","other"
"82801",2019-09-15,"bryan","us","other"
"85115",2020-09-02,"bryceville","us","other"
"54485",2019-06-15,"buchans (canada)","ca","other"
"37695",2020-03-28,"bucharest (romania)","","other"
"2457",2020-10-15,"buckeye","us","other"
"9737",2020-11-12,"buckeye","us","other"
"47954",2019-05-19,"buckley","us","other"
"73603",2019-08-15,"buellton","us","other"
"3244",2020-10-19,"buena park","us","other"
"15983",2020-11-04,"buenos aires (argentina)","","other"
"47206",2019-05-15,"buenos aires (argentina)","","other"
"1357",2019-10-13,"buffalo","us","other"
"7490",2020-10-06,"buffalo","us","other"
"29688",2020-02-15,"buffalo","us","other"
"40459",2020-04-12,"buffalo","us","other"
"82432",2019-09-14,"buffalo","us","other"
"77563",2020-08-26,"buffalo/freedom","","other"
"35637",2020-03-17,"bullhead","","other"
"33085",2020-02-07,"bullhead city","us","other"
"43455",2020-04-25,"bullhead city","us","other"
"45202",2020-04-07,"bullhead city","us","other"
"45206",2020-04-07,"bullhead city","us","other"
"2341",2020-10-15,"bullhead city/laughlin","","other"
"16047",2020-11-04,"bunnell","us","other"
"5166",2020-10-26,"burbank","us","other"
"9601",2019-11-12,"burbank","us","other"
"10034",2020-11-13,"burbank","us","other"
"28554",2019-02-11,"burdett","us","other"
"71705",2020-08-11,"burien","us","other"
"23895",2020-12-31,"burke","us","other"
"84474",2020-09-20,"burke (north of)","us","other"
"22291",2020-12-23,"burkeville","us","other"
"32474",2020-02-03,"burleson","us","other"
"32475",2020-02-03,"burleson","us","other"
"10960",2019-11-16,"burlingame","us","other"
"5769",2019-10-29,"burlingame state park","","other"
"7857",2020-10-08,"burlington","us","other"
"59402",2019-06-03,"burlington","us","other"
"63009",2019-07-15,"burlington","us","other"
"21062",2020-12-19,"burlington (canada)","ca","other"
"71334",2019-08-10,"burlington (canada)","ca","other"
"82134",2020-09-12,"burlington (canada)","ca","other"
"21725",2020-01-22,"burnaby (canada)","ca","other"
"39432",2019-03-09,"burnaby (canada)","ca","other"
"19854",2020-12-13,"burnham-on-crouch (uk/england)","","other"
"72688",2020-08-12,"burns junction","","other"
"45691",2020-04-09,"burnsville","us","other"
"20390",2020-12-15,"burslem&#44 staffordshire (uk/england)","","other"
"65994",2020-07-23,"burton","us","other"
"22787",2020-12-25,"bury st edmunds","","other"
"40691",2019-04-14,"butler","us","other"
"18132",2019-01-19,"butte","us","other"
"71218",2020-07-09,"butte","us","other"
"24887",2020-01-24,"buxton","us","other"
"18269",2020-01-19,"cabo san lucas (mexico)","","other"
"42322",2020-04-20,"cabo san lucas (mexico)","","other"
"62282",2020-07-12,"cabo san lucas (mexico)","","other"
"76167",2020-08-02,"cabo san lucas (mexico)","","other"
"83918",2020-09-18,"cabo san lucas (mexico)","","other"
"68538",2019-07-04,"cachuma lake","","other"
"20839",2020-12-17,"cadiz","us","other"
"2777",2020-10-17,"cadiz-wallonia area","","other"
"5302",2020-10-26,"calabasas","us","other"
"48164",2019-05-20,"caldwell (far west of&#44 towards oregon)","us","other"
"71623",2020-08-10,"caledon/orangeville (canada)","","other"
"1789",2020-10-14,"calgary (canada)","ca","other"
"9274",2020-01-11,"calgary (canada)","ca","other"
"44765",2020-04-04,"calgary (canada)","ca","other"
"47634",2019-05-17,"calgary (canada)","ca","other"
"48441",2020-05-21,"calgary (canada)","ca","other"
"53436",2019-06-12,"calgary (canada)","ca","other"
"64401",2020-07-18,"calgary (canada)","ca","other"
"66285",2020-07-24,"calgary (canada)","ca","other"
"84612",2020-09-20,"calgary (canada)","ca","other"
"36145",2020-03-20,"calhoun","us","other"
"35307",2020-03-15,"calicut (india)","","other"
"18402",2020-01-19,"callands","us","other"
"82826",2019-09-15,"calypso","us","other"
"4285",2020-10-22,"camarillo","us","other"
"27612",2019-01-06,"camarillo","us","other"
"76143",2020-08-02,"camarillo","us","other"
"78144",2020-08-29,"camarillo","us","other"
"58800",2019-06-30,"cambridge","us","other"
"62457",2020-07-13,"cambridge","us","other"
"27026",2020-01-03,"cambridge (uk/england)","gb","other"
"54860",2020-06-15,"cambridge (uk/england)","gb","other"
"64142",2020-07-17,"cambridge springs","us","other"
"76692",2020-08-23,"cambridgeshire (uk/england)","gb","other"
"29616",2019-02-15,"camden","us","other"
"75843",2020-08-21,"camden","us","other"
"21525",2020-12-20,"cameron","us","other"
"2863",2020-10-17,"camp hill","us","other"
"26192",2020-12-08,"camp pendleton","","other"
"26208",2020-12-08,"camp pendleton","","other"
"19369",2020-01-21,"camp taqqadum (iraq)","","other"
"3766",2019-10-21,"campbell","us","other"
"12841",2020-11-20,"campbell","us","other"
"24974",2020-01-24,"campbell","us","other"
"19898",2020-12-13,"campbell river (canada)","ca","other"
"77950",2020-08-28,"campbellford (canada)","ca","other"
"55473",2020-06-17,"campbellsville","us","other"
"37725",2020-03-28,"campbelltown-sydney (australia)","","other"
"14458",2019-11-26,"campbelltown (australia)","au","other"
"61968",2020-07-01,"camuy (puerto rico)","","other"
"41132",2020-04-15,"canada","","other"
"18342",2020-01-19,"canby","us","other"
"23354",2020-12-28,"cancun (cancun)","","other"
"22435",2020-12-24,"cancun (mexico)","","other"
"32966",2020-02-06,"cancun (mexico)","","other"
"49402",2020-05-26,"cancun (mexico)","","other"
"73221",2019-08-14,"cancun (mexico)","","other"
"46510",2020-05-12,"candor","us","other"
"14174",2020-11-24,"canoga park","us","other"
"52950",2019-06-01,"canovanas (puerto rico)","us","other"
"17921",2020-01-18,"canton","us","other"
"17922",2020-01-18,"canton","us","other"
"26397",2019-12-09,"canton","us","other"
"28871",2020-02-01,"canton","us","other"
"78616",2020-08-31,"canton","us","other"
"7845",2020-10-08,"cantonment","us","other"
"8055",2020-10-09,"canvey island (uk/england)","","other"
"76915",2020-08-24,"canyon","us","other"
"18247",2020-11-09,"canyon country","us","other"
"38624",2020-03-04,"canyon lake","us","other"
"58934",2019-06-30,"cape canaveral","us","other"
"2357",2020-10-15,"cape cod","","other"
"73629",2019-08-15,"cape cod","","other"
"15233",2020-11-29,"cape coral","us","other"
"86463",2019-09-27,"cape kennedy (@ imax theatre 1)","","other"
"31016",2020-02-02,"cape town (south africa)","","other"
"24900",2020-12-04,"capitola","us","other"
"45911",2020-05-10,"caracas (venezuela)","","other"
"79414",2019-08-05,"carbondale","us","other"
"19836",2020-12-13,"cardiff (uk/wales)","gb","other"
"44503",2020-04-03,"cardiff (uk/wales)","gb","other"
"30598",2020-02-20,"caribbean cruise","","other"
"12044",2019-01-01,"caribbean sea","","other"
"55627",2020-06-18,"carl junction","us","other"
"42133",2019-04-20,"carlinville","us","other"
"54530",2019-06-15,"carlisle (on interstate 76)","us","other"
"22054",2020-12-22,"carlsbad","us","other"
"33318",2020-02-08,"carlsbad","us","other"
"36477",2020-03-21,"carlsbad","us","other"
"56493",2020-06-21,"carlsbad","us","other"
"81760",2020-09-01,"carlsbad","us","other"
"83453",2020-09-16,"carlsbad","us","other"
"84864",2020-09-21,"carmarthenshire (uk/england)","gb","other"
"9350",2020-01-11,"carmel","us","other"
"83857",2020-09-18,"carmel","us","other"
"61263",2020-07-11,"carmichael","us","other"
"25123",2020-01-25,"carnarvon gorge (australia)","","other"
"84959",2020-09-02,"carol city","us","other"
"48781",2020-05-22,"carrabelle","us","other"
"16647",2020-01-15,"carriere","us","other"
"29237",2020-02-13,"carrollton","us","other"
"17258",2019-11-07,"carrollton (6 miles west of&#44 on garrett circle)","us","other"
"15364",2020-11-30,"carrollton (hwy. 65&#44 northbound)","us","other"
"45079",2020-04-06,"carson","us","other"
"63434",2020-07-15,"carteret","us","other"
"63441",2020-07-15,"carteret","us","other"
"1794",2020-10-14,"carterville","us","other"
"1795",2020-10-14,"carterville","us","other"
"61",2019-10-10,"carthage","us","other"
"51299",2020-05-07,"cary","us","other"
"35265",2020-03-15,"casa grande","us","other"
"40893",2020-04-14,"casa grande","us","other"
"43698",2019-04-27,"casa grande","us","other"
"27438",2020-01-05,"caseyville","us","other"
"45117",2020-04-06,"casselberry","us","other"
"52722",2019-06-01,"casselberry","us","other"
"68796",2020-07-04,"casselberry","us","other"
"29170",2020-02-13,"castle creek","us","other"
"55491",2020-06-17,"castle rock","us","other"
"54244",2019-06-15,"castlefod (uk/england)","","other"
